Data Consegna,Numero Cluster Serviti,Numero Clienti,Distanza Totale Stimata (km),Percorso Ottimo (NN),Cluster Percorso
2026-12-16,1,5,20.5,"[11617, 10515, 400323, 401045, 586314]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-18,1,4,18.0,"[588835, 587355, 400993, 584059]","['1_0', '1_0', '1_0', '1_0']"
2026-12-19,2,13,145.49,"[401061, 588072, 580188, 404808, 583838, 582678, 583444, 405290, 400318, 585041, 584770, 17010, 582168]","['1_0', '1_0', '1_0', '1_0', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
2026-12-20,1,3,38.37,"[15745, 587019, 577452]","['1_0', '1_0', '1_0']"
2026-12-21,1,4,53.11,"[579970, 405499, 586714, 586938]","['1_0', '1_0', '1_0', '1_0']"
2026-12-23,1,8,134.45,"[405964, 402766, 577314, 406321, 576691, 16881, 404068, 577302]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-12-25,2,14,155.85,"[405941, 402919, 402376, 576851, 13341, 588494, 401489, 577965, 586240, 405451, 586898, 404411, 587134, 15565]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-26,1,6,32.68,"[401715, 587775, 405546, 400986, 576527, 575358]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-29,1,8,85.85,"[583347, 585351, 405701, 575778, 404278, 582326, 585194, 587765]","['1_3', '1_3', '1_3', '1_3', '1_3', '1_3', '1_3', '1_3']"
2026-12-31,1,7,42.34,"[15778, 401698, 404166, 404810, 401615, 588041, 584243]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-01,1,12,162.75,"[588308, 12244, 588649, 588075, 403909, 401105, 584815, 557477, 400357, 401539, 588648, 403231]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2027-01-03,1,6,41.56,"[405547, 401515, 581844, 401093, 16734, 575690]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-04,1,3,27.63,"[583213, 405012, 587452]","['1_0', '1_0', '1_0']"
2027-01-05,1,4,13.81,"[582443, 588656, 584885, 400498]","['1_0', '1_0', '1_0', '1_0']"
2027-01-06,2,16,213.44,"[402984, 588913, 405656, 404593, 581139, 402832, 400768, 557223, 557327, 557190, 580781, 586406, 557923, 584410, 557627, 557673]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2027-01-10,1,7,32.31,"[13570, 401829, 404870, 13394, 10604, 13520, 406287]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-13,1,7,163.65,"[12875, 405523, 582188, 405945, 578624, 577531, 583047]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-01-14,1,10,44.15,"[10847, 585083, 405831, 582157, 577823, 406477, 576957, 584622, 12079, 585381]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-16,2,18,281.44,"[405940, 401059, 401983, 586878, 588755, 16656, 400393, 14187, 16377, 17786, 576575, 577895, 587723, 581886, 551552, 588104, 578110, 15626]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2027-01-18,1,11,138.01,"[557744, 576660, 557420, 557117, 554160, 557697, 558365, 554572, 552331, 586674, 557802]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-01-20,1,9,58.96,"[401076, 586733, 403937, 586496, 587035, 401437, 401692, 401108, 558205]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-21,1,8,147.65,"[10871, 401949, 402377, 403905, 405917, 406484, 584681, 403590]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-01-22,1,9,70.85,"[580342, 585166, 575734, 17195, 587180, 16362, 578750, 585547, 402587]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-28,1,7,31.5,"[15587, 17338, 15431, 584913, 577856, 405082, 401533]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-01-29,1,6,41.92,"[11284, 401074, 578388, 403252, 586251, 587325]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-01,1,8,62.83,"[403042, 582766, 406515, 404191, 588234, 583451, 405789, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-03,1,10,151.43,"[575799, 404980, 584716, 576568, 402354, 587480, 576841, 587642, 588380, 406428]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-02-06,1,10,56.73,"[14771, 405812, 400705, 584558, 404426, 401118, 406085, 401200, 11824, 403767]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-08,2,18,238.11,"[557817, 557277, 588060, 586937, 557597, 586576, 583410, 14240, 587501, 401309, 405069, 14049, 405980, 582471, 584160, 581525, 576952, 403963]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
2027-02-10,1,8,95.53,"[585473, 15262, 17758, 400877, 16100, 585840, 557973, 585603]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-11,1,12,130.52,"[558354, 587873, 557846, 557812, 580254, 580265, 557469, 557061, 557819, 558425, 558229, 585190]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-02-12,2,17,278.53,"[401427, 586294, 584593, 400751, 405919, 581257, 403281, 402638, 16201, 10500, 404601, 405031, 582638, 557879, 587862, 588899, 557534]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_3', '0_3', '0_3', '0_3', '0_3']"
2027-02-15,1,9,35.81,"[403234, 14998, 400944, 405059, 401918, 16182, 585375, 580048, 586334]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-16,1,5,24.34,"[404862, 586529, 578037, 585340, 405630]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-17,2,10,125.7,"[584978, 584811, 557106, 576457, 580244, 586603, 557354, 579909, 585717, 17353]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '1_0', '1_0', '1_0']"
2027-02-18,1,5,60.06,"[404276, 405040, 584896, 584886, 586776]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-20,1,3,22.35,"[14233, 402498, 17792]","['1_0', '1_0', '1_0']"
2027-02-22,1,3,29.11,"[584818, 585343, 578626]","['1_0', '1_0', '1_0']"
2027-02-24,1,5,28.08,"[587551, 403662, 585984, 576486, 15046]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-25,1,7,76.96,"[578121, 13944, 12692, 584134, 588661, 577727, 583740]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-02-26,1,16,121.08,"[580512, 557877, 557216, 576202, 557446, 555932, 578385, 584670, 588362, 587369, 579926, 586580, 557276, 557368, 557753, 558403]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-03-01,1,6,42.45,"[584353, 405423, 400356, 405723, 15743, 585377]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-03-03,1,4,33.6,"[402296, 587019, 406237, 588548]","['1_0', '1_0', '1_0', '1_0']"
2027-03-04,2,20,209.59,"[404869, 585934, 585206, 16331, 403522, 583539, 577302, 400741, 10953, 588072, 11706, 587084, 17264, 404166, 404810, 584393, 403794, 575358, 404441, 580318]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-03-06,1,12,106.67,"[557985, 558386, 557459, 558175, 553948, 558072, 586591, 558371, 557674, 557726, 557397, 554999]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-03-09,1,8,126.85,"[550777, 557047, 585701, 557105, 586406, 557554, 585040, 557439]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2027-03-11,1,5,63.83,"[585351, 577185, 402898, 405359, 403493]","['1_3', '1_3', '1_3', '1_3', '1_3']"
2027-03-13,1,6,130.37,"[585798, 402249, 401894, 405440, 577372, 12578]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-03-15,1,9,27.84,"[603830, 401061, 400323, 582443, 403511, 404650, 403706, 400474, 583176]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-03-17,2,17,188.85,"[405964, 577314, 403192, 585979, 585919, 575723, 405547, 587355, 405337, 14342, 404768, 584059, 16582, 406239, 400486, 404639, 402750]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-03-18,1,12,129.57,"[580509, 587654, 557026, 557442, 555339, 557247, 581727, 558165, 558106, 584840, 557571, 557914]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-03-25,1,7,49.51,"[401715, 17466, 576957, 588656, 401515, 405499, 557690]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-03-26,1,15,66.57,"[405451, 13571, 584344, 12740, 404870, 402118, 405831, 587296, 587398, 585477, 15565, 582645, 401108, 587650, 557679]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-03-27,1,9,162.53,"[402984, 402685, 402142, 404593, 588755, 585933, 17814, 402851, 582188]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-03-31,1,7,111.48,"[555146, 587016, 587017, 558365, 581190, 557804, 554071]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-04-01,1,9,134.74,"[588913, 402919, 404734, 405917, 405466, 401240, 578624, 582563, 577965]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-04-08,1,8,120.93,"[585200, 557772, 557697, 558187, 558076, 582954, 553130, 557714]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-04-12,1,19,89.51,"[10515, 404411, 582775, 401045, 579970, 406271, 405082, 15082, 12813, 587849, 585166, 586898, 585017, 403445, 587452, 578649, 401615, 13802, 585083]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-04-15,1,12,163.58,"[17293, 575953, 588649, 588075, 400384, 584446, 584086, 587112, 588648, 402413, 557503, 557487]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2027-04-18,1,4,79.92,"[586234, 557441, 557444, 557970]","['0_0', '0_0', '0_0', '0_0']"
2027-04-19,1,5,108.01,"[557387, 557597, 557824, 557468, 557243]","['0_0', '0_0', '0_0', '0_0', '0_0']"
2027-04-24,1,11,63.3,"[17338, 15431, 584558, 586733, 575510, 585046, 405394, 586714, 401065, 403767, 558205]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-04-26,3,23,313.71,"[588445, 553497, 554233, 558301, 558273, 557181, 580041, 557068, 588835, 400498, 585381, 11824, 586938, 583736, 576261, 405736, 405069, 576628, 405290, 585937, 584043, 583444, 584160]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
2027-04-27,2,13,170.31,"[405941, 576851, 587642, 585394, 402832, 14643, 12562, 577531, 400705, 406515, 17195, 17758, 406287]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-04-30,1,3,26.58,"[585403, 585560, 584886]","['1_0', '1_0', '1_0']"
2027-05-01,1,3,19.17,"[577874, 583451, 17353]","['1_0', '1_0', '1_0']"
2027-05-02,1,5,15.51,"[11284, 14998, 403252, 16182, 404659]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-04,1,10,164.82,"[588380, 406140, 406043, 404543, 405656, 401059, 587132, 404567, 401486, 402377]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-05-06,2,13,136.34,"[558243, 585348, 558168, 557460, 585672, 586603, 587418, 587775, 405546, 405670, 578626, 17792, 558127]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-07,1,6,37.7,"[405871, 401074, 585717, 586663, 585821, 405630]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-09,1,7,111.98,"[585702, 558137, 584811, 557797, 576512, 584697, 578223]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2027-05-11,1,5,18.0,"[400637, 12172, 583167, 587676, 586496]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-15,1,4,35.32,"[405804, 587045, 587019, 584243]","['1_0', '1_0', '1_0', '1_0']"
2027-05-16,1,3,17.11,"[15262, 576486, 584885]","['1_0', '1_0', '1_0']"
2027-05-17,1,5,35.42,"[585473, 12692, 584948, 578750, 585547]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-19,2,9,169.65,"[587517, 16831, 403590, 406321, 584716, 404862, 405943, 575358, 587790]","['0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0']"
2027-05-20,1,5,27.05,"[401076, 405423, 400993, 578121, 400986]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-23,1,7,45.36,"[13570, 587799, 580188, 585038, 582157, 584134, 585377]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-24,1,3,21.11,"[15587, 584818, 586251]","['1_0', '1_0', '1_0']"
2027-05-25,1,6,53.58,"[582766, 13394, 17264, 578037, 404191, 586776]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-28,2,16,175.12,"[405940, 579979, 404869, 401949, 585934, 402841, 12992, 403522, 584127, 400393, 586240, 588072, 579909, 584565, 584363, 588661]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-30,1,5,33.88,"[403209, 401061, 15743, 588234, 576527]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-05-31,1,9,42.84,"[405547, 584504, 577823, 585343, 406237, 585840, 587035, 401200, 401692]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-06-07,1,6,30.23,"[11706, 405059, 15778, 405012, 584393, 588548]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-06-09,1,5,84.23,"[588656, 16100, 585375, 402587, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-06-12,1,4,17.51,"[400323, 587134, 405831, 401515]","['1_0', '1_0', '1_0', '1_0']"
2027-06-17,1,8,40.58,"[406256, 406477, 585340, 587084, 578388, 585984, 404870, 583740]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-06-19,1,8,159.44,"[588308, 402508, 582303, 17009, 405281, 400357, 577705, 557638]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2027-06-20,1,3,34.5,"[401715, 584059, 587325]","['1_0', '1_0', '1_0']"
2027-06-21,1,3,11.86,"[404276, 405812, 404639]","['1_0', '1_0', '1_0']"
2027-06-22,1,6,19.1,"[586529, 400944, 587355, 402296, 584353, 580318]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-06-25,1,7,30.84,"[405451, 401829, 15745, 405499, 15046, 578565, 402498]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-06-29,1,7,46.09,"[404426, 583213, 11770, 404768, 579802, 406239, 577452]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-07-01,1,14,128.67,"[557459, 587873, 557117, 587017, 554160, 557697, 557026, 588362, 557674, 552331, 557243, 557753, 585011, 586674]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-07-04,1,9,63.65,"[587705, 585083, 17466, 404808, 406085, 10604, 15565, 584896, 557679]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-07-11,1,10,56.13,"[17338, 400705, 403511, 587398, 400356, 584622, 587452, 400474, 401615, 401533]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-07-14,1,10,126.31,"[584978, 557657, 583333, 558224, 583743, 581297, 584410, 585040, 557105, 557534]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2027-07-19,1,10,143.58,"[14187, 585079, 588649, 588075, 16185, 587095, 578110, 15269, 585391, 551552]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2027-07-21,1,9,36.94,"[15431, 14998, 14771, 13944, 401118, 577856, 588041, 400486, 16362]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-07-22,1,10,110.87,"[584344, 586733, 585717, 401045, 406515, 586898, 405630, 586314, 558205, 585603]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-07-27,1,7,136.92,"[400980, 584043, 405261, 402859, 576261, 404773, 584847]","['2', '2', '2', '2', '2', '2', '2']"
2027-08-01,1,11,71.15,"[11617, 404411, 403720, 579970, 405723, 405040, 17195, 583451, 12740, 603830, 403794]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-08-03,1,10,58.62,"[403042, 11284, 403252, 576486, 585477, 13520, 405789, 585381, 16734, 403706]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-08-04,1,11,128.24,"[588060, 587016, 557216, 557812, 557442, 555932, 555339, 580265, 581727, 557476, 555436]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-08-07,1,3,84.26,"[557223, 558131, 557354]","['0_3', '0_3', '0_3']"
2027-08-12,1,5,95.47,"[585302, 578360, 583593, 558423, 557627]","['0_3', '0_3', '0_3', '0_3', '0_3']"
2027-08-14,1,12,85.27,"[578121, 403662, 401074, 14342, 17264, 400498, 587296, 584134, 406287, 585377, 582645, 402750]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-08-19,1,8,33.3,"[404862, 10515, 15262, 403445, 401093, 12079, 578649, 401437]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-08-22,1,15,149.22,"[405941, 585934, 401059, 401983, 403192, 576851, 402249, 403905, 404196, 405466, 402832, 585979, 10953, 16831, 12578]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-08-23,1,5,29.69,"[585473, 403234, 584818, 586714, 588661]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-08-26,1,7,93.88,"[13571, 585017, 15743, 586496, 577727, 586938, 586776]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-09-05,1,17,66.61,"[579909, 400323, 11706, 584913, 404650, 578037, 16582, 585343, 585046, 406237, 578750, 584393, 588548, 585547, 404441, 583176, 588835]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-09-14,2,16,259.52,"[405964, 584716, 16331, 402142, 402106, 401040, 402638, 583539, 585919, 403590, 582563, 401893, 577185, 403008, 582326, 404278]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_3', '1_3', '1_3', '1_3', '1_3']"
2027-09-16,1,8,99.39,"[586937, 558175, 557994, 558072, 557444, 586591, 557446, 558076]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-09-17,1,11,38.38,"[15587, 401076, 585403, 582766, 582775, 587775, 405546, 405337, 401715, 404191, 586251]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-09-18,1,6,179.34,"[580315, 15597, 587789, 405243, 406029, 402902]","['outlier', 'outlier', 'outlier', 'outlier', 'outlier', 'outlier']"
2027-09-21,1,7,29.59,"[587355, 401918, 584059, 402118, 587849, 404639, 401065]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-09-24,1,4,107.87,"[401949, 402685, 577372, 575723]","['0_1', '0_1', '0_1', '0_1']"
2027-09-25,1,7,37.38,"[405451, 587551, 405059, 584885, 588234, 585840, 401200]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-09-27,1,6,106.27,"[402919, 405031, 578624, 585394, 406043, 14643]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-09-28,1,7,110.55,"[557772, 557420, 557846, 587017, 557120, 553497, 578480]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-09-29,1,11,75.43,"[13570, 405871, 582157, 15082, 587084, 405499, 585375, 580048, 585560, 585083, 584243]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-10-05,1,7,148.08,"[583736, 585041, 583838, 403786, 582104, 405988, 582168]","['2', '2', '2', '2', '2', '2', '2']"
2027-10-10,2,23,247.53,"[557817, 555146, 553948, 585200, 554228, 557387, 558371, 557026, 584670, 587369, 557276, 557588, 402296, 13394, 15565, 580318, 404768, 585984, 16100, 12813, 586334, 558127, 583740]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-10-12,1,3,28.81,"[584353, 577823, 587035]","['1_0', '1_0', '1_0']"
2027-10-13,1,4,40.26,"[587452, 400986, 587650, 401692]","['1_0', '1_0', '1_0', '1_0']"
2027-10-16,1,6,37.11,"[15431, 583167, 585340, 406239, 401615, 557679]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-10-17,2,18,206.14,"[575799, 588303, 405940, 406321, 405440, 581257, 406140, 404543, 583047, 400393, 577965, 587517, 400637, 17466, 587676, 405394, 13802, 587983]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-10-19,2,14,216.35,"[557459, 557844, 588362, 557674, 558403, 557819, 558106, 557610, 576261, 581799, 405980, 582678, 406273, 403963]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '2', '2', '2', '2', '2', '2']"
2027-10-22,1,7,89.36,"[404276, 587398, 400993, 15046, 580188, 402587, 558205]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-10-29,1,8,27.96,"[586240, 586529, 587799, 586733, 400944, 406271, 583451, 402498]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-03,1,5,44.66,"[575510, 578388, 577874, 405812, 576527]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-04,1,8,48.76,"[405804, 11284, 586898, 403252, 17195, 403511, 405012, 587325]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-08,1,14,161.23,"[10871, 401427, 586294, 404567, 405945, 400751, 401240, 13341, 588380, 585933, 400741, 12562, 10500, 577531]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-11-14,1,7,24.53,"[587045, 403209, 584344, 400474, 15778, 406477, 584363]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-15,1,3,23.98,"[584504, 401045, 585821]","['1_0', '1_0', '1_0']"
2027-11-16,1,5,25.56,"[400356, 404659, 586663, 585381, 584896]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-21,1,7,30.15,"[404862, 404411, 401074, 403720, 579970, 584948, 400486]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-22,1,6,17.6,"[15262, 12172, 405670, 584818, 404426, 12740]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-11-25,1,8,137.53,"[400768, 404601, 406428, 405919, 404734, 584593, 585798, 587132]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-11-27,1,5,139.43,"[402841, 586878, 405523, 584127, 16656]","['0_1', '0_1', '0_1', '0_1', '0_1']"
2027-11-28,1,11,103.7,"[14233, 585473, 584565, 587134, 406085, 400498, 405943, 406287, 587790, 557690, 586776]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2027-12-12,1,11,129.31,"[550777, 580443, 557997, 557327, 557525, 557190, 585701, 587418, 576512, 557439, 557797]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2027-12-23,1,14,133.11,"[557802, 557417, 586591, 558175, 580512, 557442, 555339, 586674, 558229, 586854, 584147, 581727, 588445, 582954]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2027-12-26,1,9,153.4,"[579979, 404980, 584716, 402377, 16331, 405656, 405404, 12992, 583539]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2027-12-29,1,6,139.23,"[405941, 585206, 404196, 577372, 575723, 15428]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
